Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-01-18,Night,Email,139.34,111.15,9,New,Kristen Ramirez,Heritage Bakes
2023-01-27,Night,Email,296.7,90.21,3,Returning,Leslie Case,Heritage Bakes
2023-02-11,Morning,Walk-in,51.03,35.93,0,Returning,Christopher Thomas,Heritage Bakes
2023-01-05,Morning,Email,392.72,318.88,25,New,Felicia Matthews,Heritage Bakes
2023-09-08,Morning,Google Ads,50.5,10.75,0,New,Robert Keith,Heritage Bakes
2023-08-01,Morning,Email,235.33,50.17,7,Returning,Deborah Simon,Heritage Bakes
2023-09-19,Morning,Email,211.94,174.78,2,Returning,Carlos Morrow,Heritage Bakes
2023-07-09,Afternoon,Email,299.24,113.55,20,New,Edward Tucker,Heritage Bakes
2023-10-27,Afternoon,Walk-in,496.66,131.11,9,Returning,Emma Chan,Heritage Bakes
2023-08-30,Evening,Instagram,83.33,40.02,1,New,Ryan Thomas,Heritage Bakes
2023-10-18,Night,Referral,429.57,117.48,12,Returning,Holly Rivas,Heritage Bakes
2023-04-05,Morning,Walk-in,311.73,294.97,4,New,Alicia Navarro,Heritage Bakes
2023-02-11,Afternoon,Email,99.83,20.99,2,Returning,James Schaefer,Heritage Bakes
2023-01-01,Night,Walk-in,84.11,34.97,1,New,Jennifer Sampson,Heritage Bakes
2023-10-29,Evening,Instagram,212.92,121.9,3,New,Daniel Taylor,Heritage Bakes
2023-02-08,Morning,Email,183.12,54.99,2,Returning,Julie Thompson,Heritage Bakes
2023-09-13,Evening,Referral,180.09,48.02,3,Returning,Justin Murphy,Heritage Bakes
2023-11-17,Afternoon,Walk-in,187.78,70.28,3,Returning,Rachel Smith,Heritage Bakes
2023-09-21,Night,Google Ads,364.07,305.59,4,New,Joseph Dougherty,Heritage Bakes
2023-04-29,Morning,Google Ads,209.43,43.28,2,Returning,Catherine Barker,Heritage Bakes
2023-03-23,Afternoon,Referral,437.18,366.21,8,Returning,Cynthia Taylor,Heritage Bakes
2023-12-30,Afternoon,Walk-in,35.79,10.88,1,New,James Peck,Heritage Bakes
2023-10-29,Afternoon,Facebook,48.97,20.64,2,New,Rebecca Brooks,Heritage Bakes
2023-07-11,Morning,Referral,22.91,5.07,0,New,Mr. Gregory Hart,Heritage Bakes
2023-03-10,Night,Instagram,416.04,134.06,4,Returning,Tiffany Davis,Heritage Bakes
2023-10-30,Evening,Email,498.12,160.76,7,Returning,Vanessa Bishop,Heritage Bakes
2023-03-18,Evening,Referral,149.19,42.36,2,Returning,Stacey Rodriguez,Heritage Bakes
2023-05-11,Afternoon,Walk-in,149.6,38.58,1,Returning,Angelica Lopez,Heritage Bakes
2023-05-24,Afternoon,Instagram,206.89,44,2,New,Spencer Manning,Heritage Bakes
2023-02-07,Night,Facebook,324.07,181.15,19,Returning,Robert Bauer,Heritage Bakes
2023-04-12,Evening,Facebook,110.47,55.58,3,Returning,Keith Gonzalez,Heritage Bakes
2023-01-30,Afternoon,Email,161.55,79.2,7,Returning,Benjamin Jordan,Heritage Bakes
2023-12-03,Morning,Email,13.78,4.14,0,Returning,Adrian Krueger,Heritage Bakes
2023-03-01,Night,Email,421.73,316.47,11,New,Michael Travis,Heritage Bakes
2023-08-09,Morning,Google Ads,492.32,104.87,12,New,Jonathan Glover,Heritage Bakes
2023-01-27,Night,Walk-in,230.55,52.98,2,New,Erin Carter,Heritage Bakes
2023-09-29,Afternoon,Instagram,69.48,14.75,1,Returning,Brenda Bradley,Heritage Bakes
2023-05-21,Evening,Google Ads,340.36,121.51,29,Returning,Kevin Berry,Heritage Bakes
2023-07-23,Morning,Instagram,173.28,112.08,6,New,Jennifer Anderson,Heritage Bakes
2023-11-06,Afternoon,Facebook,406.76,83.68,5,New,Tyler Miranda,Heritage Bakes
2023-10-07,Morning,Facebook,58.27,13.91,0,New,Nicholas Chung,Heritage Bakes
2023-10-03,Afternoon,Google Ads,487.2,141.64,11,Returning,Kayla Thomas,Heritage Bakes
2023-08-15,Night,Walk-in,439.69,106.12,4,Returning,Robert Shepherd,Heritage Bakes
2023-11-01,Morning,Facebook,436.11,161.73,41,Returning,Steven Swanson,Heritage Bakes
2023-09-06,Night,Referral,419.11,87.26,4,Returning,David Williams,Heritage Bakes
2023-07-28,Night,Referral,135.92,33.55,1,Returning,Justin Bishop,Heritage Bakes
2023-09-04,Night,Walk-in,39.19,13.71,0,New,Clifford Mcdonald,Heritage Bakes
2023-11-23,Evening,Email,157.28,122.07,2,New,Wesley Bowers,Heritage Bakes
2023-03-15,Afternoon,Walk-in,172.02,42.01,10,Returning,Jessica Warren,Heritage Bakes
2023-02-06,Evening,Instagram,44.51,10.43,0,Returning,Dana Savage,Heritage Bakes
2023-01-05,Night,Facebook,121.03,31.4,2,Returning,Joseph Sullivan,Heritage Bakes
2023-11-27,Morning,Referral,129.05,54.49,2,Returning,Joshua Williams,Heritage Bakes
2023-10-11,Afternoon,Facebook,464.88,99.42,9,New,Cory Kelley,Heritage Bakes
2023-12-26,Morning,Instagram,67.6,23.54,3,Returning,Whitney Macdonald DVM,Heritage Bakes
2023-03-19,Afternoon,Google Ads,212.95,69.42,5,New,Kimberly Ponce,Heritage Bakes
2023-03-21,Morning,Email,282.94,84.44,3,Returning,Darren Morse,Heritage Bakes
2023-03-28,Night,Facebook,106.01,22.33,1,Returning,Lydia Horn,Heritage Bakes
2023-04-10,Evening,Walk-in,224.01,62.65,2,New,Chad Williams,Heritage Bakes
2023-05-15,Evening,Google Ads,76.07,32.42,0,New,Jeremy Wallace,Heritage Bakes
2023-02-09,Night,Google Ads,80.17,38.73,4,New,Anthony Ward,Heritage Bakes
2023-04-30,Afternoon,Facebook,214.79,123.98,3,Returning,Heather Diaz,Heritage Bakes
2023-12-03,Evening,Walk-in,371.68,305.63,8,Returning,Daniel White,Heritage Bakes
2023-10-16,Night,Email,322.1,116.18,9,New,Linda Fernandez,Heritage Bakes
2023-03-26,Evening,Facebook,226.44,122.34,4,New,Ralph Rodriguez,Heritage Bakes
2023-08-22,Morning,Google Ads,481.74,135.87,9,New,Michael Cross DDS,Heritage Bakes
2023-09-04,Afternoon,Facebook,396.24,164.98,4,Returning,Stacy Garcia,Heritage Bakes
2023-11-07,Morning,Referral,235.06,93.14,3,New,Brett Maxwell,Heritage Bakes
2023-07-13,Evening,Google Ads,468.4,103.08,15,New,Anna Andersen,Heritage Bakes
2023-10-21,Morning,Email,353.36,76.91,10,Returning,Gary Phillips,Heritage Bakes
2023-08-23,Afternoon,Facebook,257.19,114.53,2,New,Melanie Brown,Heritage Bakes
2023-04-30,Morning,Facebook,332.22,66.64,3,New,Carol Johnson,Heritage Bakes
2023-08-26,Night,Instagram,93.07,32.17,1,Returning,Jacqueline Hall,Heritage Bakes
2023-10-02,Evening,Instagram,147.28,33.63,1,Returning,Tara Hale,Heritage Bakes
2023-03-29,Afternoon,Instagram,143.63,36.53,2,New,Christopher Smith,Heritage Bakes
2023-10-27,Afternoon,Referral,478.41,106.41,10,Returning,Chad Kim,Heritage Bakes
2023-02-22,Afternoon,Google Ads,263.36,146.94,4,New,Riley Knight,Heritage Bakes
2023-04-29,Morning,Walk-in,236.8,118.01,22,New,Amy Moore,Heritage Bakes
2023-06-14,Night,Instagram,496.54,211.88,5,New,Robert Ellison,Heritage Bakes
2023-04-21,Afternoon,Email,492.57,220.96,11,New,Brian Lewis,Heritage Bakes
2023-05-22,Night,Email,477.43,134.4,7,New,Catherine Johns,Heritage Bakes
2023-09-27,Morning,Walk-in,490.2,397.77,11,Returning,Mary Parks,Heritage Bakes
2023-08-02,Night,Referral,343.69,134.09,10,Returning,Mark Williamson,Heritage Bakes
2023-08-31,Morning,Walk-in,116.18,44.12,2,New,Douglas Blanchard,Heritage Bakes
2023-12-20,Afternoon,Google Ads,204.42,73.69,3,New,Phillip Padilla PhD,Heritage Bakes
2023-08-27,Afternoon,Instagram,74.31,15.54,1,New,Juan Galvan,Heritage Bakes
2023-09-08,Afternoon,Facebook,417.28,358.39,4,New,Leslie Diaz,Heritage Bakes
2023-09-04,Afternoon,Instagram,446.9,128.68,13,Returning,David Potter,Heritage Bakes
2023-04-29,Morning,Instagram,215.5,182.85,3,New,Adam Long,Heritage Bakes
2023-05-01,Night,Referral,326.8,133.01,4,New,Lisa Booker,Heritage Bakes
2023-06-03,Evening,Referral,451.95,127.33,7,Returning,Alexandria Vaughn,Heritage Bakes
2023-08-23,Morning,Instagram,408.2,83.33,14,New,April Bailey,Heritage Bakes
2023-09-14,Afternoon,Google Ads,29.93,6.14,1,Returning,Sherry Patterson,Heritage Bakes
2023-08-30,Morning,Instagram,247.43,54.78,6,New,Melissa Wolf,Heritage Bakes
2023-04-10,Morning,Referral,470.61,112.78,11,Returning,Joshua Sims,Heritage Bakes
2023-01-11,Evening,Walk-in,292.92,99.21,5,New,Tina Mooney,Heritage Bakes
2023-05-04,Morning,Instagram,71.11,52.63,1,Returning,Luis Mcclain,Heritage Bakes
2023-02-07,Evening,Instagram,12.37,2.6,0,Returning,Heather Wolf,Heritage Bakes
2023-12-04,Evening,Instagram,46.02,33.91,2,New,James Bradley,Heritage Bakes
2023-09-27,Morning,Referral,134.44,37.06,1,Returning,Isaiah Jones,Heritage Bakes
2023-08-19,Evening,Referral,32.96,12.37,0,Returning,Victor Hudson,Heritage Bakes
2023-09-18,Night,Facebook,162.54,84.47,2,Returning,Maria Sanders,Heritage Bakes
2023-12-08,Evening,Walk-in,108.31,36.13,1,Returning,Thomas Holloway,Heritage Bakes
2023-08-10,Morning,Instagram,341.16,72.29,13,New,Joshua Love,Heritage Bakes
2023-09-06,Afternoon,Referral,453.01,162.89,6,Returning,Andrew Dominguez,Heritage Bakes
2023-06-18,Evening,Google Ads,498.36,254.35,6,Returning,John Adams,Heritage Bakes
2023-01-11,Morning,Google Ads,148.61,52.8,5,New,Michelle Huber,Heritage Bakes
2023-07-24,Morning,Email,328.04,127.58,4,New,Laura Roberts,Heritage Bakes
2023-11-26,Afternoon,Facebook,441.04,136.26,7,Returning,Tracey Brooks,Heritage Bakes
2023-09-08,Morning,Email,275.28,59.65,3,Returning,Aaron Henry,Heritage Bakes
2023-05-02,Evening,Facebook,41,31.09,1,Returning,Ryan Moore,Heritage Bakes
2023-02-07,Morning,Google Ads,347.38,90.35,4,Returning,Daniel Chen,Heritage Bakes
2023-09-02,Evening,Walk-in,454.13,158.08,10,Returning,Angel Lewis,Heritage Bakes
2023-03-29,Afternoon,Instagram,221.51,57.27,7,New,David Nolan,Heritage Bakes
2023-06-02,Morning,Google Ads,154.97,33.21,1,Returning,Brian Medina,Heritage Bakes
2023-10-16,Afternoon,Facebook,432.37,101.35,14,Returning,Antonio Lopez,Heritage Bakes
2023-07-25,Night,Walk-in,354.99,98.24,4,Returning,Michaela Hernandez,Heritage Bakes
2023-08-12,Night,Instagram,91.39,27.26,1,Returning,Elizabeth Chase,Heritage Bakes
2023-01-09,Night,Facebook,492.94,205.04,29,Returning,Omar Johnson,Heritage Bakes
2023-10-24,Afternoon,Google Ads,367.85,196.84,18,Returning,Steven Fisher,Heritage Bakes
2023-02-04,Night,Walk-in,74.2,20.48,6,Returning,Heather Smith,Heritage Bakes
2023-11-01,Night,Walk-in,253.24,92,3,Returning,Kimberly Mcintyre,Heritage Bakes
2023-01-03,Afternoon,Walk-in,272.25,94.65,4,Returning,Dana Hernandez,Heritage Bakes
2023-06-22,Evening,Facebook,92.04,18.79,4,New,Anita Long,Heritage Bakes
2023-03-25,Night,Referral,497.37,131.42,6,Returning,Chad Pennington,Heritage Bakes
2023-03-13,Morning,Email,240.41,104.27,3,Returning,Michael Rosario,Heritage Bakes
2023-03-05,Evening,Walk-in,220.95,57.61,2,Returning,Joyce Webster,Heritage Bakes
2023-12-08,Evening,Walk-in,248.65,68.6,3,New,Kristie Hendrix MD,Heritage Bakes
2023-01-25,Afternoon,Referral,367.41,140.67,3,Returning,Shannon Miller,Heritage Bakes
2023-08-10,Night,Email,451.56,422.54,6,New,Linda Henderson,Heritage Bakes
2023-05-18,Night,Facebook,112.8,23.7,5,Returning,Anthony Ashley,Heritage Bakes
2023-01-24,Night,Referral,292.15,67.13,3,New,Michael Khan,Heritage Bakes
2023-12-12,Night,Instagram,472.95,364.97,6,Returning,Stacey Thomas,Heritage Bakes
2023-09-09,Evening,Google Ads,156.85,138.93,3,New,Joseph Jones,Heritage Bakes
2023-05-10,Afternoon,Referral,98.51,29.9,1,New,John Johnson,Heritage Bakes
2023-01-28,Afternoon,Facebook,333.12,182.35,6,New,April Wallace,Heritage Bakes
2023-01-28,Afternoon,Referral,336.36,123.8,33,New,Gregory Martin,Heritage Bakes
2023-12-30,Afternoon,Email,490.43,480.28,6,Returning,Krista White,Heritage Bakes
2023-03-13,Morning,Walk-in,127.72,52.3,1,New,Tyler Garcia,Heritage Bakes
2023-10-04,Night,Email,249.98,228.04,3,Returning,Molly Jackson,Heritage Bakes
2023-11-12,Afternoon,Walk-in,379.51,87.8,5,Returning,Thomas Floyd,Heritage Bakes
2023-09-06,Night,Google Ads,494.65,214.87,8,Returning,Susan Sharp,Heritage Bakes
2023-09-11,Afternoon,Walk-in,184.65,128.28,3,Returning,Krystal Hamilton,Heritage Bakes
2023-08-14,Morning,Walk-in,177.36,71.02,1,Returning,Kathy Lewis,Heritage Bakes
2023-05-21,Evening,Walk-in,111.36,40.67,3,Returning,Joshua Miller,Heritage Bakes
2023-10-10,Evening,Facebook,447.17,113.66,43,New,Emily Brady,Heritage Bakes
2023-03-26,Evening,Instagram,73.67,31.74,1,New,Julie Padilla,Heritage Bakes
2023-12-03,Morning,Facebook,458.89,95.26,4,Returning,Justin Williams,Heritage Bakes
2023-02-02,Morning,Referral,296.33,152.43,3,Returning,Willie Morgan,Heritage Bakes
2023-10-18,Morning,Facebook,342.53,114.42,5,New,Joseph Stokes,Heritage Bakes
2023-08-04,Night,Facebook,234.59,62.48,7,Returning,Cindy Kelley,Heritage Bakes
2023-08-18,Night,Referral,226.38,202.74,11,Returning,Tommy Romero,Heritage Bakes
2023-02-26,Evening,Facebook,424.99,123.12,30,Returning,Stephanie Lara,Heritage Bakes
2023-12-01,Evening,Referral,197.63,118.68,3,Returning,Tyrone Collins,Heritage Bakes
2023-12-13,Night,Walk-in,473.24,229.65,11,New,Brendan Palmer,Heritage Bakes
2023-03-17,Afternoon,Instagram,116.77,62.36,1,Returning,Paul Martin,Heritage Bakes
2023-01-19,Morning,Email,82.23,24.8,0,Returning,Juan Gilbert,Heritage Bakes
2023-05-01,Morning,Walk-in,237.02,150.58,12,Returning,Lori Roberson,Heritage Bakes
2023-09-06,Evening,Email,65.94,14.6,2,New,Matthew Moore,Heritage Bakes
2023-06-23,Night,Email,330.78,124.85,10,New,Donald Freeman,Heritage Bakes
2023-03-13,Morning,Email,497.9,106.46,6,Returning,Daniel Anderson,Heritage Bakes
2023-02-09,Night,Email,205.55,61.78,3,Returning,Kelly Rodriguez,Heritage Bakes
2023-11-09,Night,Facebook,403.44,182.04,4,Returning,Troy Ward,Heritage Bakes
2023-10-19,Night,Instagram,95.75,20.13,2,New,Christina Smith,Heritage Bakes
2023-04-23,Evening,Google Ads,386.95,191.91,4,Returning,Mark Smith,Heritage Bakes
2023-09-13,Night,Instagram,351.56,88.92,4,New,Daniel Williams,Heritage Bakes
2023-11-05,Evening,Google Ads,257.93,88.68,14,New,Melissa Robinson,Heritage Bakes
2023-02-05,Afternoon,Walk-in,449.07,158.54,5,Returning,Mitchell Jimenez,Heritage Bakes
2023-02-12,Evening,Facebook,385,93.96,6,Returning,Bethany Liu,Heritage Bakes
2023-09-06,Evening,Facebook,328.98,239.54,4,New,Mitchell Williams,Heritage Bakes
2023-10-28,Evening,Google Ads,403.09,188.98,27,Returning,Bianca Davis,Heritage Bakes
2023-11-27,Evening,Instagram,367.86,170.7,4,Returning,Anthony King,Heritage Bakes
2023-07-23,Night,Google Ads,130.83,80.7,5,Returning,Michael Summers,Heritage Bakes
2023-03-10,Afternoon,Google Ads,420.5,92.27,6,Returning,Ricky Hall,Heritage Bakes
2023-06-14,Afternoon,Google Ads,88.35,21.36,8,Returning,Joyce Kelly,Heritage Bakes
2023-06-06,Night,Referral,388.27,133.05,15,New,Anne Medina,Heritage Bakes
2023-03-13,Morning,Email,328.49,70.5,8,Returning,Benjamin Johnson,Heritage Bakes
2023-03-05,Evening,Email,474.79,181.02,7,New,Kyle Perry,Heritage Bakes
2023-09-09,Night,Google Ads,301.18,107.85,18,New,Melissa Newton,Heritage Bakes
2023-02-12,Morning,Instagram,411.94,147.42,9,Returning,James Franklin,Heritage Bakes
2023-02-07,Morning,Instagram,41.42,9.84,0,Returning,Caitlin Curry,Heritage Bakes
2023-10-31,Night,Email,98.34,58.95,1,New,Barbara Glover,Heritage Bakes
2023-08-21,Night,Facebook,436.15,370.67,28,Returning,Ryan Harmon,Heritage Bakes
2023-10-02,Afternoon,Email,419.57,104.91,5,Returning,Andrea Hughes,Heritage Bakes
2023-10-15,Afternoon,Walk-in,213.69,68.59,2,New,Keith Solis,Heritage Bakes
2023-02-14,Night,Facebook,79.12,28.91,1,New,Bryan Tucker,Heritage Bakes
2023-06-18,Afternoon,Walk-in,214.67,68.26,2,Returning,Holly Grant,Heritage Bakes
2023-08-25,Afternoon,Facebook,462.3,112.21,5,Returning,Ryan Skinner,Heritage Bakes
2023-03-21,Morning,Google Ads,131.22,84.39,7,New,Julia Mullins,Heritage Bakes
2023-02-01,Afternoon,Instagram,191.73,95.54,3,New,Janet Graves,Heritage Bakes
2023-08-22,Night,Facebook,332.53,205.59,4,New,Angela Hunt,Heritage Bakes
2023-08-18,Evening,Walk-in,327.21,94.74,7,New,Isaiah Turner,Heritage Bakes
2023-05-31,Night,Referral,462.45,243.23,24,Returning,Phillip Scott,Heritage Bakes
2023-05-19,Evening,Walk-in,116.8,42.46,10,New,Jessica Reynolds,Heritage Bakes
2023-10-25,Evening,Facebook,304.36,100.53,3,Returning,Melinda Jacobs,Heritage Bakes
2023-06-14,Evening,Instagram,59.8,38.31,1,Returning,Danny Butler,Heritage Bakes
2023-03-20,Afternoon,Email,176.09,66.02,11,Returning,Matthew Bennett,Heritage Bakes
2023-09-15,Evening,Email,166.66,45.59,2,Returning,Carl Jackson,Heritage Bakes
2023-12-13,Afternoon,Referral,81.54,16.5,3,Returning,Stephen Wilson,Heritage Bakes
2023-06-24,Morning,Google Ads,103.65,62.73,3,Returning,Charles Robinson,Heritage Bakes
2023-05-07,Afternoon,Walk-in,419.8,169.36,13,New,Chad Poole,Heritage Bakes
2023-10-29,Evening,Email,92.23,47.07,1,Returning,Matthew Dominguez,Heritage Bakes
2023-09-29,Evening,Instagram,292.35,188.27,15,New,Christian Shelton,Heritage Bakes
2023-05-09,Evening,Facebook,256.27,152.05,3,New,Makayla Friedman,Heritage Bakes
2023-09-26,Morning,Facebook,401.45,341.31,31,Returning,Katherine Downs,Heritage Bakes
2023-03-24,Morning,Facebook,351.19,110.32,3,Returning,Lisa Singh,Heritage Bakes
2023-05-15,Evening,Facebook,53.02,12.27,0,New,Brittany Allen,Heritage Bakes
2023-02-09,Night,Facebook,226.31,66.09,4,New,Robert Miller,Heritage Bakes
2023-10-26,Evening,Email,87.94,28.95,3,New,Melanie Baker,Heritage Bakes
2023-07-27,Afternoon,Instagram,194.07,83.42,5,Returning,Gerald Allen,Heritage Bakes
2023-04-06,Night,Facebook,59.86,29.85,1,New,Vincent Hays,Heritage Bakes
2023-03-25,Evening,Instagram,323.72,100.35,13,New,Valerie Lopez,Heritage Bakes
2023-01-05,Afternoon,Google Ads,465.47,123.14,5,Returning,Anthony Schmidt,Heritage Bakes
2023-11-17,Night,Google Ads,498.64,353.97,7,Returning,Dean Harris,Heritage Bakes
2023-03-20,Night,Walk-in,127.14,44.85,6,New,Rhonda Allen,Heritage Bakes
2023-06-13,Afternoon,Referral,81.83,25.58,5,Returning,Ruben Charles,Heritage Bakes
2023-12-31,Morning,Email,488.72,102.58,26,Returning,Jennifer Brooks,Heritage Bakes
2023-03-31,Afternoon,Instagram,246.32,91.99,8,Returning,Jacqueline Owens,Heritage Bakes
2023-06-22,Morning,Email,44.76,42.23,0,Returning,Sydney Elliott,Heritage Bakes
2023-05-03,Evening,Instagram,129.54,50.24,2,New,Gary Chavez,Heritage Bakes
2023-01-09,Morning,Walk-in,449.73,138.05,6,New,Stephanie Salinas,Heritage Bakes
2023-03-03,Evening,Facebook,26.12,12.56,0,Returning,Raymond Valenzuela,Heritage Bakes
2023-02-09,Afternoon,Facebook,193.9,73.14,2,New,Theresa Ward,Heritage Bakes
2023-10-30,Evening,Instagram,63.62,22.49,1,New,Jacob Kennedy,Heritage Bakes
2023-02-14,Night,Referral,271.22,104.74,4,New,Jenna Velazquez,Heritage Bakes
2023-02-11,Afternoon,Google Ads,79.52,18.43,0,New,Kathryn Rivers,Heritage Bakes
2023-08-21,Night,Google Ads,367.98,247.55,13,New,Daniel Ramirez,Heritage Bakes
2023-12-13,Afternoon,Email,11.53,3.55,0,Returning,Greg Wood,Heritage Bakes
2023-12-11,Afternoon,Instagram,226.49,139.46,2,New,Susan Armstrong,Heritage Bakes
2023-12-21,Morning,Walk-in,397.03,110.89,14,New,Taylor Stark,Heritage Bakes
2023-01-21,Morning,Facebook,248.57,106.92,5,New,Brandon Peterson,Heritage Bakes
2023-03-08,Afternoon,Walk-in,349.56,111.53,6,Returning,Linda Morris,Heritage Bakes
2023-04-20,Afternoon,Walk-in,286.53,155.82,5,New,Laura Sanders,Heritage Bakes
2023-12-25,Evening,Walk-in,340.51,170.63,5,Returning,Catherine Castaneda,Heritage Bakes
2023-11-10,Evening,Instagram,129.02,66.09,4,New,Jesse Pollard,Heritage Bakes
2023-11-08,Afternoon,Google Ads,62.49,31.44,1,New,Jacob Love,Heritage Bakes
2023-10-23,Evening,Referral,162.96,45.97,5,New,Mrs. Janice Fitzpatrick,Heritage Bakes
2023-02-10,Afternoon,Facebook,417.94,100.66,12,Returning,Zachary Mckay,Heritage Bakes
2023-03-12,Night,Email,147.82,39.02,1,New,Lauren Wright,Heritage Bakes
2023-01-14,Evening,Facebook,112.18,67.05,3,New,Teresa Velasquez,Heritage Bakes
2023-11-10,Afternoon,Facebook,365.4,263.03,6,New,Eugene Parker,Heritage Bakes
2023-01-03,Night,Instagram,227.98,81.29,3,Returning,Amy Knight,Heritage Bakes
2023-10-15,Afternoon,Instagram,301.21,86.73,6,New,Randy Perez,Heritage Bakes
2023-07-28,Morning,Referral,49.6,17.38,0,New,Melanie Smith,Heritage Bakes
2023-08-24,Evening,Walk-in,76.87,40.68,1,Returning,Melissa Martinez,Heritage Bakes
2023-11-09,Afternoon,Facebook,176,84.62,2,New,Samantha Gillespie,Heritage Bakes
2023-05-16,Night,Email,21.31,9.08,0,Returning,Bryan Richardson,Heritage Bakes
2023-06-29,Night,Email,148.23,30.51,12,New,Anna Cantu,Heritage Bakes
2023-11-26,Evening,Facebook,215.8,47.55,5,New,Christopher Cox,Heritage Bakes
2023-11-08,Morning,Referral,99.06,52.64,1,New,Diana Kemp,Heritage Bakes
2023-10-11,Evening,Email,487.79,207.67,17,Returning,Taylor Salinas,Heritage Bakes
2023-08-19,Morning,Facebook,223.51,81.76,12,New,Ryan Santos,Heritage Bakes
2023-03-20,Afternoon,Walk-in,42.91,23.02,0,Returning,Amber Crawford,Heritage Bakes
2023-07-30,Evening,Facebook,305.56,89.37,4,Returning,Carla Wong,Heritage Bakes
2023-03-22,Morning,Google Ads,116.18,37.02,2,Returning,Allison Rice,Heritage Bakes
2023-02-03,Morning,Walk-in,156.89,35.01,2,Returning,Sheri Hoover,Heritage Bakes
2023-03-22,Afternoon,Walk-in,212.46,159.05,3,New,Jeremy Chavez,Heritage Bakes
2023-02-05,Night,Referral,88.83,19.63,2,New,Jennifer Nguyen,Heritage Bakes
2023-08-06,Evening,Facebook,400.53,194.37,4,New,John Rodriguez,Heritage Bakes
2023-05-29,Night,Walk-in,195.31,151.07,2,New,Maria Williams,Heritage Bakes
2023-12-29,Morning,Email,44.79,12.73,0,Returning,Melody Ochoa,Heritage Bakes
2023-03-28,Afternoon,Google Ads,414.74,266.33,22,Returning,Tara Brown,Heritage Bakes
2023-05-05,Morning,Referral,330.83,98.18,17,New,Holly Banks,Heritage Bakes
2023-11-03,Night,Instagram,318.39,111.83,3,New,Amber Johnson,Heritage Bakes
2023-05-23,Evening,Email,203.58,112.55,2,New,Scott Thompson,Heritage Bakes
2023-07-11,Evening,Email,335.2,78.85,5,Returning,Eric Flores,Heritage Bakes
2023-09-10,Afternoon,Facebook,148.69,79.11,1,New,Theresa Wilson,Heritage Bakes
2023-06-13,Night,Walk-in,28.31,16.44,0,New,Eric Ponce,Heritage Bakes
2023-09-24,Evening,Referral,167.33,40.13,6,Returning,Becky Sellers,Heritage Bakes
2023-08-06,Evening,Email,378.11,126.33,4,Returning,Kendra Burton,Heritage Bakes
2023-09-16,Afternoon,Referral,445.82,160.7,12,Returning,Wyatt Kerr,Heritage Bakes
2023-04-05,Afternoon,Google Ads,183.89,89.56,15,New,Craig Dean,Heritage Bakes
2023-06-28,Night,Facebook,365.69,97.81,3,Returning,Christian Rowe,Heritage Bakes
2023-03-27,Morning,Instagram,123.02,24.73,2,New,Nathan Burke,Heritage Bakes
2023-02-24,Night,Referral,153.34,40.66,1,Returning,Nicholas Chase,Heritage Bakes
2023-01-01,Night,Instagram,46.95,14.96,0,Returning,Hailey Ball,Heritage Bakes
2023-08-16,Morning,Facebook,170.98,48.77,2,New,Heather Barry,Heritage Bakes
2023-07-23,Night,Referral,199.53,44.91,2,New,Cindy Young,Heritage Bakes
2023-04-22,Afternoon,Email,80.8,19.67,2,New,Mark Townsend,Heritage Bakes
2023-03-04,Night,Facebook,57.15,15.63,1,New,Michael Lee,Heritage Bakes
2023-03-03,Night,Walk-in,356.18,115.89,9,New,Lisa Smith,Heritage Bakes
2023-12-18,Afternoon,Referral,219.01,153.41,8,Returning,John Steele,Heritage Bakes
2023-02-25,Night,Walk-in,174.68,101.59,4,New,Sandra Casey,Heritage Bakes
2023-07-01,Afternoon,Instagram,279.86,71.14,8,Returning,Darrell Simmons,Heritage Bakes
2023-05-18,Afternoon,Facebook,371.18,155.82,4,New,Valerie Harrison,Heritage Bakes
2023-07-13,Evening,Instagram,143.3,41.36,1,New,Anthony Cherry,Heritage Bakes
2023-12-10,Night,Facebook,100.5,44.15,1,New,Cody Lawson,Heritage Bakes
2023-05-20,Afternoon,Email,68.23,31.15,0,Returning,Barbara Wagner,Heritage Bakes
2023-03-28,Morning,Facebook,56.81,11.37,1,Returning,Scott James,Heritage Bakes
2023-12-16,Morning,Referral,288.51,270.85,3,New,John Moore,Heritage Bakes
2023-12-08,Night,Google Ads,310.53,73.06,4,New,Matthew Farley,Heritage Bakes
2023-01-18,Evening,Email,213.07,65.76,3,Returning,Mrs. Tonya Byrd,Heritage Bakes
2023-03-10,Morning,Email,197.12,56.91,4,Returning,Catherine Davis,Heritage Bakes
2023-04-27,Evening,Google Ads,338.63,83.33,17,New,Mary Wilkinson,Heritage Bakes
2023-01-15,Morning,Referral,179.05,46.64,4,New,Michael Baker,Heritage Bakes
2023-06-16,Afternoon,Instagram,243.31,206.59,6,New,Peggy Mendoza,Heritage Bakes
2023-03-20,Evening,Google Ads,395.41,86.9,15,New,Paul Anderson,Heritage Bakes
2023-11-13,Morning,Facebook,312.84,135.63,3,Returning,Wayne Robinson,Heritage Bakes
2023-07-05,Night,Walk-in,386,132.44,10,New,Brittany Farley,Heritage Bakes
2023-11-02,Evening,Instagram,237.91,51.01,2,New,Katie Walters,Heritage Bakes
2023-06-06,Morning,Facebook,46.56,25.9,0,New,Dorothy Osborn,Heritage Bakes
